eth.src,eth.dst,ip.src,ip.dst,frame.len,_ws.col.Protocol,frame_time_delta,identical_packets_per_second,bytes_per_second,unique_packets_per_second,packet_arrival_rate,probability_1,probability_2
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,0,0,0,1,0,0.41390757956725577,0.586092420432744
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,0.07376861572265625,1,84,1,1,0.5875332425932274,0.41246675740677263
4a:e6:51:3f:a3:6e,42:76:c9:8f:d3:a0,None,None,42,,0.0492703914642334,0,126,2,2,0.4719594754685861,0.5280405245314141
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,0.04935336112976074,2,168,2,3,0.7752156327973619,0.22478436720263797
42:76:c9:8f:d3:a0,4a:e6:51:3f:a3:6e,10.0.0.1,10.0.0.2,74,TCP,0.05092883110046387,0,242,3,4,0.8595168990615383,0.14048310093846167
42:76:c9:8f:d3:a0,4a:e6:51:3f:a3:6e,10.0.0.1,10.0.0.2,66,TCP,0.050417423248291016,1,308,3,5,0.8909970910582371,0.10900290894176341
42:76:c9:8f:d3:a0,4a:e6:51:3f:a3:6e,10.0.0.1,10.0.0.2,1514,TCP,0.053153276443481445,2,1822,3,6,0.6006729550077307,0.39932704499226923
42:76:c9:8f:d3:a0,4a:e6:51:3f:a3:6e,10.0.0.1,10.0.0.2,1514,TCP,0.05078744888305664,3,3336,3,7,0.766999952772035,0.23300004722796472
42:76:c9:8f:d3:a0,4a:e6:51:3f:a3:6e,10.0.0.1,10.0.0.2,1514,TCP,0.0509490966796875,4,4850,3,8,0.8348200338160863,0.16517996618391356
42:76:c9:8f:d3:a0,4a:e6:51:3f:a3:6e,10.0.0.1,10.0.0.2,1514,TCP,0.050618648529052734,5,6364,3,9,0.8391950338160863,0.16080496618391357
42:76:c9:8f:d3:a0,4a:e6:51:3f:a3:6e,10.0.0.1,10.0.0.2,1514,TCP,0.050411224365234375,6,7878,3,10,0.8435283671494196,0.15647163285058024
42:76:c9:8f:d3:a0,4a:e6:51:3f:a3:6e,10.0.0.1,10.0.0.2,1514,TCP,0.05170559883117676,7,9392,3,11,0.8517954611665136,0.14820453883348625
42:76:c9:8f:d3:a0,4a:e6:51:3f:a3:6e,10.0.0.1,10.0.0.2,1514,TCP,0.05108308792114258,8,10906,3,12,0.8591489345764888,0.1408510654235113
42:76:c9:8f:d3:a0,4a:e6:51:3f:a3:6e,10.0.0.1,10.0.0.2,1514,TCP,0.04937386512756348,9,12420,3,13,0.8650692804343345,0.1349307195656655
42:76:c9:8f:d3:a0,4a:e6:51:3f:a3:6e,10.0.0.1,10.0.0.2,1514,TCP,0.05042600631713867,10,13934,3,14,0.8659422963073505,0.1340577036926496
42:76:c9:8f:d3:a0,4a:e6:51:3f:a3:6e,10.0.0.1,10.0.0.2,1514,TCP,0.05244588851928711,11,15448,3,15,0.8663391217041758,0.13366087829582418
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,23.553363800048828,0,0,1,0,0.6898207930534379,0.31017920694656154
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,0.08858561515808105,1,84,1,1,0.5875332425932274,0.41246675740677263
3e:06:01:15:ed:3b,42:76:c9:8f:d3:a0,None,None,42,,0.04835081100463867,0,126,2,2,0.5239756217749799,0.4760243782250198
42:76:c9:8f:d3:a0,3e:06:01:15:ed:3b,10.0.0.1,10.0.0.3,98,ICMP,0.050084590911865234,0,224,3,3,0.7934952286344299,0.2065047713655702
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,0.049631595611572266,2,266,3,4,0.9141812524402209,0.08581874755977931
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,0.05180692672729492,3,308,3,5,0.9661172748822924,0.03388272511770795
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,0.05120277404785156,4,350,3,6,0.9677674071574248,0.03223259284257568
16:ab:dd:e1:79:a4,42:76:c9:8f:d3:a0,None,None,42,,0.051128387451171875,0,392,4,7,0.9287367381954982,0.07126326180450225
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,0.05108475685119629,5,434,4,8,0.9646294559556948,0.03537054404430565
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,0.05049562454223633,6,476,4,9,0.968948776985542,0.031051223014458316
42:76:c9:8f:d3:a0,16:ab:dd:e1:79:a4,10.0.0.1,10.0.0.4,98,ICMP,0.050100088119506836,0,574,5,10,0.943968287703582,0.05603171229641817
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,0.049503326416015625,7,616,5,11,0.9710449583096645,0.028955041690335807
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,0.05067253112792969,8,658,5,12,0.9806865634365638,0.01931343656343656
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,0.049625396728515625,9,700,5,13,0.9800669053169055,0.019933094683094683
42:76:c9:8f:d3:a0,ff:ff:ff:ff:ff:ff,None,None,42,,0.049916982650756836,10,742,5,14,0.9815913253413258,0.01840867465867466
c2:2f:96:79:be:99,42:76:c9:8f:d3:a0,None,None,42,,0.049696922302246094,0,784,6,15,0.9527388410213882,0.04726115897861197
